account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,total_mrr,avg_sub_mrr,max_sub_mrr,total_subscriptions_count,upgrade_count,downgrade_count,annual_billing_count,monthly_billing_count,first_sub_date,last_sub_date,net_expansion_score,annual_billing_ratio,total_feature_events,total_duration_hours,avg_session_duration_mins,total_errors,distinct_features_used,beta_feature_events,error_rate_per_100_events,beta_feature_usage_ratio,total_tickets,avg_csat,min_csat,avg_first_response_min,avg_resolution_hours,total_escalations,urgent_tickets,high_tickets,escalation_rate_pct,urgent_ticket_ratio,churn_reason,refund_amount_usd,is_reactivation,churn_date,mrr_per_seat,signup_dt,churn_dt,tenure_days,tenure_months
A-9badbd,Company_63,Cybersecurity,DE,2024-06-19,ads,Enterprise,5,1,0,32477.0,2498.230769230769,11741.0,13,0,0,6,7,2024-06-29,2024-12-21,0,0.46153846153846156,70,61.21722222222222,52.47190476190476,45,33,8,64.28571428571429,0.11428571428571428,5,5.0,5.0,102.6,30.2,0,2,1.0,0.0,0.6,,0.0,,,6495.4,2024-06-19,,195,6.4
A-7e0a10,Company_64,FinTech,US,2023-11-18,ads,Enterprise,46,0,0,41116.0,4111.6,13930.0,10,1,0,4,6,2023-11-29,2024-12-30,1,0.4,50,48.10055555555556,57.720666666666666,35,34,5,70.0,0.1,5,4.0,3.0,62.6,39.4,0,3,2.0,0.0,1.0,budget,0.0,False,2024-09-26,893.8260869565217,2023-11-18,2024-09-26,313,10.3
A-118d55,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,0,0,23919.0,1993.25,7164.0,12,3,4,4,8,2024-10-26,2024-12-30,-1,0.3333333333333333,60,46.70638888888889,46.70638888888889,33,29,5,55.00000000000001,0.08333333333333333,5,4.333333333333333,4.0,56.8,24.2,0,0,1.0,0.0,0.2,pricing,0.0,False,2024-12-27,2989.875,2024-10-22,2024-12-27,66,2.2
A-526d93,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,0,0,39201.0,4355.666666666667,9751.0,9,2,0,5,4,2024-04-19,2024-11-08,2,0.5555555555555556,56,44.225833333333334,47.38482142857143,45,28,5,80.35714285714286,0.08928571428571429,5,3.5,3.0,134.6,51.4,1,1,2.0,20.0,0.6,features,41.17,False,2024-07-10,911.6511627906976,2024-04-14,2024-07-10,87,2.9
A-f92792,Company_67,FinTech,US,2024-07-04,ads,Pro,1,0,0,18807.0,1343.357142857143,6965.0,14,1,1,8,6,2024-07-07,2024-12-15,0,0.5714285714285714,53,41.42333333333333,46.89433962264151,31,32,6,58.490566037735846,0.11320754716981132,2,4.0,4.0,82.0,45.0,0,0,0.0,0.0,0.0,features,0.0,True,2024-11-03,18807.0,2024-07-04,2024-11-03,122,4.0
A-84ebe4,Company_68,FinTech,US,2023-03-12,ads,Pro,18,1,1,27994.0,2544.909090909091,8955.0,11,0,0,7,4,2023-05-10,2024-11-18,0,0.6363636363636364,42,34.34861111111111,49.06944444444444,26,27,7,61.904761904761905,0.16666666666666666,4,4.0,4.0,135.5,29.5,0,0,1.0,0.0,0.25,budget,0.0,False,2024-01-05,1555.2222222222222,2023-03-12,2024-01-05,299,9.8
A-5b4ebb,Company_69,Cybersecurity,UK,2024-07-10,other,Basic,21,1,1,27803.0,2138.6923076923076,12537.0,13,1,0,6,7,2024-07-11,2024-12-16,1,0.46153846153846156,70,54.52777777777778,46.738095238095234,25,34,6,35.714285714285715,0.08571428571428572,5,4.75,4.0,63.0,35.4,0,0,0.0,0.0,0.0,,0.0,,,1323.952380952381,2024-07-10,,174,5.7
A-2922b6,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,0,0,10669.0,1778.1666666666667,6965.0,6,1,0,3,3,2024-12-05,2024-12-25,1,0.5,37,32.56583333333333,52.80945945945946,13,27,2,35.13513513513514,0.05405405405405406,2,4.0,4.0,103.0,15.5,0,1,1.0,0.0,1.0,competitor,0.0,False,2024-12-25,711.2666666666667,2024-11-14,2024-12-25,41,1.3
A-9b9fe9,Company_71,EdTech,AU,2023-09-28,other,Basic,5,0,0,19725.0,1643.75,9950.0,12,0,1,6,6,2023-10-16,2024-11-28,-1,0.5,58,54.63916666666667,56.52327586206897,22,30,3,37.93103448275862,0.05172413793103448,4,4.0,3.0,156.5,33.5,0,1,1.0,0.0,0.5,features,27.92,False,2024-09-04,3945.0,2023-09-28,2024-09-04,342,11.2
A-a8b49c,Company_72,Cybersecurity,UK,2023-10-06,partner,Basic,7,0,0,11567.0,963.9166666666666,4378.0,12,1,0,7,5,2023-10-14,2024-10-17,1,0.5833333333333334,54,50.94416666666667,56.60462962962963,43,27,1,79.62962962962963,0.018518518518518517,1,4.0,4.0,105.0,72.0,0,0,0.0,0.0,0.0,features,0.0,False,2024-06-17,1652.4285714285713,2023-10-06,2024-06-17,255,8.4
A-9174e0,Company_73,Cybersecurity,US,2024-12-04,partner,Basic,37,0,0,53976.0,3598.4,7363.0,15,2,0,5,10,2024-12-06,2024-12-28,2,0.3333333333333333,69,57.260555555555555,49.79178743961352,61,34,6,88.40579710144928,0.08695652173913043,2,5.0,5.0,167.0,39.0,0,1,0.0,0.0,0.5,,0.0,,,1458.8108108108108,2024-12-04,,27,0.9
A-a1bbb6,Company_74,DevTools,CA,2023-04-05,organic,Basic,1,0,0,14402.0,1800.25,5572.0,8,0,0,3,5,2023-04-17,2024-10-04,0,0.375,37,32.90694444444444,53.36261261261261,20,23,7,54.054054054054056,0.1891891891891892,3,4.0,4.0,120.66666666666667,17.666666666666668,0,1,2.0,0.0,1.0,,0.0,,,14402.0,2023-04-05,,636,20.9
A-c45b23,Company_75,FinTech,UK,2023-12-08,partner,Basic,5,0,0,8504.0,708.6666666666666,5174.0,12,0,0,6,6,2023-12-29,2024-12-12,0,0.5,59,50.29333333333334,51.14576271186441,30,32,10,50.847457627118644,0.1694915254237288,3,3.0,3.0,51.666666666666664,36.666666666666664,0,1,2.0,0.0,1.0,support,0.0,True,2024-03-24,1700.8,2023-12-08,2024-03-24,107,3.5
A-02cd81,Company_76,HealthTech,IN,2024-03-28,other,Basic,44,0,0,32956.0,2354.0,8756.0,14,0,0,10,4,2024-03-28,2024-12-29,0,0.7142857142857143,72,60.91777777777778,50.76481481481481,28,31,5,38.88888888888889,0.06944444444444445,3,4.5,4.0,84.66666666666667,17.333333333333332,1,1,1.0,33.33333333333333,0.6666666666666666,pricing,0.0,False,2024-04-30,749.0,2024-03-28,2024-04-30,33,1.1
A-ee42db,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,0,0,11567.0,963.9166666666666,5635.0,12,1,1,7,5,2023-05-01,2024-12-22,0,0.5833333333333334,54,41.91,46.56666666666667,33,31,6,61.111111111111114,0.1111111111111111,4,3.0,3.0,98.25,33.75,0,1,1.0,0.0,0.5,pricing,23.52,False,2023-06-23,889.7692307692307,2023-04-25,2023-06-23,59,1.9
A-432483,Company_78,Cybersecurity,US,2023-02-06,ads,Pro,4,0,0,25813.0,2868.1111111111113,11940.0,9,1,0,5,4,2023-04-02,2024-11-29,1,0.5555555555555556,45,42.07222222222222,56.096296296296295,28,25,4,62.22222222222222,0.08888888888888889,1,3.981276595744681,,128.0,51.0,0,1,0.0,0.0,1.0,,0.0,,,6453.25,2023-02-06,,694,22.8
A-9208f0,Company_79,EdTech,US,2023-05-11,organic,Pro,1,0,1,3511.0,438.875,2786.0,8,1,0,4,4,2023-05-15,2024-08-09,1,0.5,53,44.08361111111111,49.90597484276729,31,29,6,58.490566037735846,0.11320754716981132,8,3.3333333333333335,3.0,59.75,41.25,1,1,0.0,12.5,0.125,features,66.37,True,2023-11-18,3511.0,2023-05-11,2023-11-18,191,6.3
A-98a59a,Company_80,FinTech,UK,2023-08-04,partner,Enterprise,56,0,0,36456.0,3645.6,11144.0,10,2,1,4,6,2023-09-02,2024-10-27,1,0.4,44,34.56361111111111,47.13219696969697,21,27,8,47.72727272727273,0.18181818181818182,3,4.5,4.0,74.0,37.333333333333336,0,1,1.0,0.0,0.6666666666666666,support,0.0,False,2024-09-11,651.0,2023-08-04,2024-09-11,404,13.3
A-fe79a5,Company_81,HealthTech,IN,2024-02-21,ads,Basic,9,1,0,13532.0,1353.2,4577.0,10,2,0,6,4,2024-03-02,2024-12-26,2,0.6,33,26.85333333333333,48.82424242424243,17,22,2,51.515151515151516,0.06060606060606061,4,5.0,5.0,61.0,28.5,0,0,2.0,0.0,0.5,,0.0,,,1503.5555555555557,2024-02-21,,314,10.3
A-726cfa,Company_82,DevTools,US,2023-07-01,partner,Pro,11,0,0,34782.0,1830.6315789473683,7562.0,19,2,0,9,10,2023-07-15,2024-12-16,2,0.47368421052631576,98,78.32944444444445,47.95680272108844,45,40,15,45.91836734693878,0.15306122448979592,3,4.0,4.0,128.33333333333334,35.666666666666664,0,0,2.0,0.0,0.6666666666666666,support,122.11,False,2024-08-08,3162.0,2023-07-01,2024-08-08,404,13.3
A-c43359,Company_83,FinTech,US,2024-11-16,organic,Pro,38,0,0,12312.0,1539.0,7562.0,8,2,1,5,3,2024-11-18,2024-12-22,1,0.625,47,40.8475,52.14574468085107,32,28,5,68.08510638297872,0.10638297872340426,3,4.0,4.0,107.33333333333333,26.666666666666668,0,2,1.0,0.0,1.0,support,8.92,False,2024-12-19,324.0,2024-11-16,2024-12-19,33,1.1
A-271f46,Company_84,DevTools,US,2023-02-09,event,Pro,38,0,1,19604.0,2450.5,9154.0,8,0,0,3,5,2023-03-29,2024-11-22,0,0.375,38,31.823055555555555,50.246929824561406,16,25,1,42.10526315789473,0.02631578947368421,1,3.981276595744681,,79.0,36.0,0,0,0.0,0.0,0.0,features,0.0,True,2024-08-09,515.8947368421053,2023-02-09,2024-08-09,547,18.0
A-157070,Company_85,FinTech,US,2023-11-09,ads,Pro,16,0,0,27506.0,1719.125,6965.0,16,2,1,8,8,2023-12-12,2024-12-18,1,0.5,71,51.92444444444445,43.879812206572765,26,37,7,36.61971830985916,0.09859154929577464,3,3.0,3.0,118.0,42.333333333333336,1,1,0.0,33.33333333333333,0.3333333333333333,features,0.0,False,2024-12-27,1719.125,2023-11-09,2024-12-27,414,13.6
A-40a557,Company_86,Cybersecurity,AU,2023-12-03,partner,Pro,16,1,0,23324.0,2591.5555555555557,10945.0,9,1,0,4,5,2024-01-11,2024-12-14,1,0.4444444444444444,39,31.726944444444445,48.810683760683766,17,25,3,43.58974358974359,0.07692307692307693,7,3.6666666666666665,3.0,94.71428571428571,30.571428571428573,0,3,1.0,0.0,0.5714285714285714,budget,0.0,False,2023-12-08,1457.75,2023-12-03,2023-12-08,5,0.2
A-66224b,Company_87,HealthTech,US,2024-10-18,other,Pro,92,1,0,69184.0,5765.333333333333,18308.0,12,0,0,6,6,2024-10-20,2024-12-30,0,0.5,61,51.4525,50.60901639344262,29,34,10,47.540983606557376,0.16393442622950818,6,3.5,3.0,82.5,39.833333333333336,0,2,1.0,0.0,0.5,,0.0,,,752.0,2024-10-18,,74,2.4
A-91e948,Company_88,EdTech,AU,2023-01-29,partner,Basic,41,0,0,21894.0,3127.714285714286,8159.0,7,2,0,1,6,2023-08-14,2024-11-09,2,0.14285714285714285,40,32.016666666666666,48.025,16,23,0,40.0,0.0,0,3.981276595744681,,88.48,35.861,0,0,,0.0,0.0,,0.0,,,534.0,2023-01-29,,702,23.1
A-104f1a,Company_89,Cybersecurity,US,2024-08-17,other,Pro,24,0,0,12617.0,1577.125,6027.0,8,0,0,1,7,2024-09-02,2024-12-20,0,0.125,44,43.596944444444446,59.45037878787879,22,28,2,50.0,0.045454545454545456,5,3.75,3.0,50.4,33.2,1,0,1.0,20.0,0.2,support,0.0,False,2024-09-06,525.7083333333334,2024-08-17,2024-09-06,20,0.7
A-7988d1,Company_90,Cybersecurity,US,2023-12-20,other,Basic,33,0,0,10692.0,1188.0,6567.0,9,0,0,4,5,2024-03-12,2024-12-03,0,0.4444444444444444,46,38.40694444444444,50.096014492753625,28,31,7,60.86956521739131,0.15217391304347827,3,4.333333333333333,3.0,65.33333333333333,35.333333333333336,0,2,0.0,0.0,0.6666666666666666,competitor,16.89,False,2024-06-19,324.0,2023-12-20,2024-06-19,182,6.0
A-faa28c,Company_91,HealthTech,US,2024-01-30,organic,Enterprise,48,0,0,58404.0,4171.714285714285,9552.0,14,3,0,7,7,2024-02-05,2024-12-25,3,0.5,59,45.00194444444445,45.764689265536724,24,25,5,40.67796610169492,0.0847457627118644,4,4.666666666666667,4.0,115.5,52.25,1,2,0.0,25.0,0.5,features,0.0,False,2024-08-20,1216.75,2024-01-30,2024-08-20,203,6.7
A-f25509,Company_92,EdTech,US,2024-03-22,other,Enterprise,32,0,0,16122.0,3224.4,6368.0,5,0,1,3,2,2024-05-28,2024-12-26,-1,0.6,23,20.44527777777778,53.33550724637681,15,17,3,65.21739130434783,0.13043478260869565,6,4.666666666666667,4.0,116.0,42.666666666666664,0,2,2.0,0.0,0.6666666666666666,pricing,0.0,True,2024-06-15,503.8125,2024-03-22,2024-06-15,85,2.8
A-3a7284,Company_93,FinTech,US,2024-11-17,organic,Enterprise,31,0,0,35519.0,2959.9166666666665,7761.0,12,1,2,5,7,2024-11-28,2024-12-28,-1,0.4166666666666667,60,53.211666666666666,53.211666666666666,30,33,9,50.0,0.15,3,3.5,3.0,104.33333333333333,56.333333333333336,0,2,1.0,0.0,1.0,unknown,0.0,False,2024-12-26,1145.774193548387,2024-11-17,2024-12-26,39,1.3
A-3a5ad8,Company_94,HealthTech,US,2023-12-05,organic,Enterprise,9,1,0,28701.0,2207.769230769231,13930.0,13,1,1,5,8,2023-12-18,2024-12-25,0,0.38461538461538464,52,35.52166666666667,40.98653846153846,23,27,7,44.230769230769226,0.1346153846153846,4,4.5,4.0,53.5,44.75,0,3,1.0,0.0,1.0,,0.0,,,3189.0,2023-12-05,,392,12.9
A-65a46c,Company_95,HealthTech,US,2023-11-04,event,Pro,1,0,0,22675.0,2834.375,15522.0,8,2,0,2,6,2024-03-05,2024-12-24,2,0.25,38,32.00527777777778,50.53464912280702,21,24,7,55.26315789473685,0.18421052631578946,8,4.0,3.0,91.125,45.125,0,6,0.0,0.0,0.75,,0.0,,,22675.0,2023-11-04,,423,13.9
A-8b25f2,Company_96,Cybersecurity,US,2024-02-17,ads,Pro,6,0,1,14048.0,1080.6153846153845,5572.0,13,1,2,7,6,2024-02-19,2024-12-15,-1,0.5384615384615384,54,44.27611111111111,49.19567901234568,20,29,6,37.03703703703704,0.1111111111111111,2,4.0,3.0,50.5,35.5,0,0,0.0,0.0,0.0,,0.0,,,2341.3333333333335,2024-02-17,,318,10.4
A-fabe19,Company_97,DevTools,UK,2024-11-11,ads,Enterprise,1,0,0,20497.0,2928.1428571428573,6368.0,7,2,0,4,3,2024-11-23,2024-12-26,2,0.5714285714285714,33,31.379444444444445,57.05353535353535,16,20,1,48.484848484848484,0.030303030303030304,3,4.0,4.0,38.333333333333336,40.666666666666664,0,2,1.0,0.0,1.0,,0.0,,,20497.0,2024-11-11,,50,1.6
A-adc1f3,Company_98,Cybersecurity,US,2024-08-05,organic,Pro,2,0,0,26608.0,2956.4444444444443,9950.0,9,0,0,6,3,2024-08-10,2024-12-21,0,0.6666666666666666,36,33.37027777777778,55.61712962962963,26,24,5,72.22222222222221,0.1388888888888889,3,3.5,3.0,65.0,47.333333333333336,0,1,1.0,0.0,0.6666666666666666,,0.0,,,13304.0,2024-08-05,,148,4.9
A-503d5a,Company_99,FinTech,US,2023-10-21,other,Enterprise,4,0,1,17884.0,1490.3333333333333,11144.0,12,0,1,4,8,2023-10-21,2024-12-19,-1,0.3333333333333333,59,58.768055555555556,59.764124293785315,32,34,6,54.23728813559322,0.1016949152542373,9,4.0,3.0,81.77777777777777,36.55555555555556,0,1,3.0,0.0,0.4444444444444444,,0.0,,,4471.0,2023-10-21,,437,14.4
A-fd7ad3,Company_100,Cybersecurity,US,2024-11-01,event,Enterprise,1,0,0,3831.0,383.1,2388.0,10,2,0,5,5,2024-11-02,2024-12-26,2,0.5,56,47.76583333333333,51.17767857142857,42,31,9,75.0,0.16071428571428573,8,4.166666666666667,3.0,98.125,48.75,1,2,2.0,12.5,0.5,support,70.03,True,2024-12-19,3831.0,2024-11-01,2024-12-19,48,1.6
A-186a44,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,0,0,20989.0,1499.2142857142858,9353.0,14,1,1,5,9,2023-08-23,2024-12-17,0,0.35714285714285715,61,57.094166666666666,56.15819672131148,25,30,7,40.98360655737705,0.11475409836065574,7,3.5,3.0,110.42857142857143,38.285714285714285,0,1,4.0,0.0,0.7142857142857143,,0.0,,,1049.45,2023-08-07,,512,16.8
A-e888d1,Company_102,Cybersecurity,US,2023-03-28,other,Pro,14,0,0,13646.0,1240.5454545454545,3781.0,11,1,0,4,7,2023-05-11,2024-12-19,1,0.36363636363636365,52,43.91305555555556,50.66891025641026,36,31,5,69.23076923076923,0.09615384615384616,5,4.0,3.0,104.0,43.0,1,2,1.0,20.0,0.6,support,6.38,False,2023-09-24,974.7142857142857,2023-03-28,2023-09-24,180,5.9
A-69fad4,Company_103,FinTech,UK,2023-04-06,ads,Basic,6,0,1,8721.0,1245.857142857143,4378.0,7,0,0,3,4,2023-07-24,2024-03-24,0,0.42857142857142855,39,34.62388888888889,53.26752136752137,24,24,4,61.53846153846154,0.10256410256410256,4,3.6666666666666665,3.0,116.75,43.0,0,1,0.0,0.0,0.25,support,0.0,False,2024-06-17,1453.5,2023-04-06,2024-06-17,438,14.4
A-9289f6,Company_104,EdTech,US,2023-05-31,event,Enterprise,1,0,0,13096.0,1091.3333333333333,3969.0,12,2,0,7,5,2023-07-04,2024-12-17,2,0.5833333333333334,68,55.65972222222222,49.111519607843135,38,33,7,55.88235294117647,0.10294117647058823,6,4.333333333333333,3.0,70.0,37.5,0,0,3.0,0.0,0.5,support,17.93,False,2023-08-24,13096.0,2023-05-31,2023-08-24,85,2.8
A-f19409,Company_105,DevTools,US,2023-03-16,other,Basic,23,0,1,34136.0,2844.6666666666665,7960.0,12,2,0,8,4,2023-04-22,2024-12-20,2,0.6666666666666666,62,58.28111111111111,56.4010752688172,31,33,12,50.0,0.1935483870967742,3,4.0,4.0,103.33333333333333,6.333333333333333,0,1,0.0,0.0,0.3333333333333333,features,0.0,False,2023-05-25,1484.1739130434783,2023-03-16,2023-05-25,70,2.3
A-22f2df,Company_106,DevTools,US,2024-12-14,ads,Basic,3,0,0,7451.0,827.8888888888889,2989.0,9,1,1,6,3,2024-12-16,2024-12-30,0,0.6666666666666666,42,33.090833333333336,47.272619047619045,17,25,5,40.476190476190474,0.11904761904761904,5,5.0,5.0,71.6,44.8,0,2,3.0,0.0,1.0,,0.0,,,2483.6666666666665,2024-12-14,,17,0.6
A-039727,Company_107,EdTech,AU,2024-11-02,organic,Pro,25,0,0,36420.0,2428.0,5970.0,15,3,2,10,5,2024-11-07,2024-12-19,1,0.6666666666666666,74,69.31805555555556,56.203828828828826,32,33,3,43.24324324324324,0.04054054054054054,0,3.981276595744681,,88.48,35.861,0,0,,0.0,0.0,pricing,46.49,False,2024-12-22,1456.8,2024-11-02,2024-12-22,50,1.6
A-2e3bad,Company_108,FinTech,CA,2023-08-13,other,Pro,61,0,0,45872.0,4587.2,12139.0,10,0,0,6,4,2023-08-19,2024-12-04,0,0.6,45,34.37166666666667,45.82888888888888,26,25,6,57.77777777777777,0.13333333333333333,5,3.5,3.0,107.0,31.4,0,0,2.0,0.0,0.4,features,0.0,False,2024-03-30,752.0,2023-08-13,2024-03-30,230,7.6
A-484819,Company_109,HealthTech,US,2023-02-21,organic,Pro,18,0,0,20604.0,2575.5,5174.0,8,3,0,6,2,2023-02-23,2024-11-13,3,0.75,33,32.24333333333333,58.624242424242425,20,22,3,60.60606060606061,0.09090909090909091,5,4.5,4.0,139.6,33.2,0,2,1.0,0.0,0.6,support,0.0,False,2023-12-29,1144.6666666666667,2023-02-21,2023-12-29,311,10.2
A-425e76,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,0,1,17111.0,1555.5454545454545,6368.0,11,1,0,3,8,2023-06-21,2024-08-13,1,0.2727272727272727,48,37.89416666666666,47.36770833333333,24,29,5,50.0,0.10416666666666667,5,3.3333333333333335,3.0,119.2,48.2,1,0,3.0,20.0,0.6,budget,0.0,True,2023-09-03,2138.875,2023-05-17,2023-09-03,109,3.6
A-e83938,Company_111,DevTools,UK,2023-11-21,other,Pro,2,1,1,7503.0,937.875,3184.0,8,2,0,4,4,2024-02-08,2024-12-06,2,0.5,31,24.235833333333332,46.90806451612903,18,22,2,58.06451612903226,0.06451612903225806,4,3.0,3.0,72.5,31.0,0,0,0.0,0.0,0.0,features,13.5,False,2024-02-19,3751.5,2023-11-21,2024-02-19,90,3.0
A-ad296b,Company_112,DevTools,AU,2024-07-15,event,Pro,38,0,0,18430.0,3071.6666666666665,7562.0,6,0,0,5,1,2024-07-23,2024-12-09,0,0.8333333333333334,31,28.834722222222222,55.80913978494623,12,24,2,38.70967741935484,0.06451612903225806,3,3.6666666666666665,3.0,83.33333333333333,28.333333333333332,1,2,0.0,33.33333333333333,0.6666666666666666,,0.0,,,485.0,2024-07-15,,169,5.6
A-e51ec7,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,0,0,24076.0,3009.5,16517.0,8,2,1,5,3,2023-11-27,2024-12-19,1,0.625,40,35.206944444444446,52.81041666666667,18,26,4,45.0,0.1,3,5.0,5.0,93.33333333333333,37.0,0,0,1.0,0.0,0.3333333333333333,support,0.0,False,2024-01-29,12038.0,2023-09-23,2024-01-29,128,4.2
A-0aaf6e,Company_114,FinTech,US,2024-05-11,organic,Enterprise,3,0,0,24084.0,2676.0,17512.0,9,0,0,4,5,2024-06-16,2024-12-26,0,0.4444444444444444,57,47.900555555555556,50.42163742690059,39,25,6,68.42105263157895,0.10526315789473684,5,4.0,3.0,75.4,45.0,0,0,1.0,0.0,0.2,,0.0,,,8028.0,2024-05-11,,234,7.7
A-e61e98,Company_115,FinTech,US,2023-10-20,partner,Enterprise,19,0,1,13484.0,1498.2222222222222,6766.0,9,2,0,4,5,2023-11-05,2024-09-01,2,0.4444444444444444,56,36.665,39.28392857142857,25,32,7,44.642857142857146,0.125,6,4.6,3.0,88.5,30.333333333333332,1,1,1.0,16.666666666666664,0.3333333333333333,features,0.0,False,2024-10-19,709.6842105263158,2023-10-20,2024-10-19,365,12.0
A-92a333,Company_116,FinTech,US,2023-03-24,event,Enterprise,9,0,0,10659.0,1776.5,6567.0,6,0,1,3,3,2023-08-04,2024-07-04,-1,0.5,36,28.790277777777778,47.9837962962963,30,22,2,83.33333333333334,0.05555555555555555,4,3.981276595744681,,58.25,23.25,1,0,1.0,25.0,0.25,,0.0,,,1184.3333333333333,2023-03-24,,648,21.3
A-95b24a,Company_117,FinTech,US,2023-06-06,event,Pro,38,0,1,25034.0,2275.818181818182,8557.0,11,4,1,6,5,2023-07-14,2024-10-11,3,0.5454545454545454,62,52.46,50.76774193548387,34,32,8,54.83870967741935,0.12903225806451613,5,4.25,3.0,90.4,21.2,0,1,3.0,0.0,0.8,,0.0,,,658.7894736842105,2023-06-06,,574,18.9
A-42e5e1,Company_118,DevTools,US,2024-07-09,ads,Pro,1,0,1,8916.0,1273.7142857142858,4378.0,7,1,1,4,3,2024-07-21,2024-11-28,0,0.5714285714285714,41,32.41777777777778,47.44065040650407,41,24,2,100.0,0.04878048780487805,3,4.0,4.0,81.33333333333333,29.0,0,0,2.0,0.0,0.6666666666666666,pricing,0.0,True,2024-10-04,8916.0,2024-07-09,2024-10-04,87,2.9
A-7d514c,Company_119,HealthTech,DE,2024-02-03,organic,Enterprise,17,0,0,24274.0,2697.1111111111113,8557.0,9,2,0,1,8,2024-02-13,2024-12-05,2,0.1111111111111111,48,40.75194444444445,50.939930555555556,30,30,7,62.5,0.14583333333333334,3,5.0,5.0,49.666666666666664,33.333333333333336,0,1,1.0,0.0,0.6666666666666666,,0.0,,,1427.8823529411766,2024-02-03,,332,10.9
A-65aeb5,Company_120,DevTools,US,2024-01-25,partner,Pro,9,0,0,34392.0,2866.0,12537.0,12,0,1,6,6,2024-02-02,2024-10-10,-1,0.5,55,41.120555555555555,44.85878787878788,40,30,3,72.72727272727273,0.05454545454545454,2,5.0,5.0,159.5,42.5,0,0,1.0,0.0,0.5,pricing,0.0,True,2024-02-27,3821.3333333333335,2024-01-25,2024-02-27,33,1.1
A-e2cd1b,Company_121,DevTools,US,2024-02-04,other,Enterprise,15,0,0,12548.0,1394.2222222222222,3184.0,9,1,0,5,4,2024-02-22,2024-12-26,1,0.5555555555555556,49,38.34527777777778,46.95340136054422,18,29,7,36.734693877551024,0.14285714285714285,5,4.0,3.0,76.0,37.8,0,2,1.0,0.0,0.6,,0.0,,,836.5333333333333,2024-02-04,,331,10.9
A-180abf,Company_122,DevTools,US,2023-08-14,event,Pro,64,0,1,37312.0,4145.777777777777,12736.0,9,2,0,4,5,2023-09-16,2024-12-20,2,0.4444444444444444,48,37.84722222222222,47.30902777777778,28,29,5,58.333333333333336,0.10416666666666667,3,3.0,3.0,62.333333333333336,36.333333333333336,0,0,0.0,0.0,0.0,support,0.0,False,2023-12-04,583.0,2023-08-14,2023-12-04,112,3.7
A-f17767,Company_123,DevTools,US,2023-01-30,event,Enterprise,1,1,1,16139.0,1152.7857142857142,7761.0,14,3,1,5,9,2023-02-15,2024-12-10,2,0.35714285714285715,69,58.049166666666665,50.47753623188406,38,35,4,55.072463768115945,0.057971014492753624,3,4.0,3.0,115.0,36.333333333333336,1,1,1.0,33.33333333333333,0.6666666666666666,pricing,0.0,False,2023-05-03,16139.0,2023-01-30,2023-05-03,93,3.1
A-5a184f,Company_124,DevTools,DE,2023-06-19,other,Enterprise,1,0,1,20683.0,2068.3,9154.0,10,0,1,6,4,2023-08-31,2024-11-06,-1,0.6,57,48.785833333333336,51.353508771929825,29,30,2,50.877192982456144,0.03508771929824561,3,4.333333333333333,4.0,42.333333333333336,15.333333333333334,0,0,1.0,0.0,0.3333333333333333,support,0.0,False,2024-03-19,20683.0,2023-06-19,2024-03-19,274,9.0
A-7df7a7,Company_125,DevTools,US,2023-01-28,organic,Basic,7,0,1,29155.0,1943.6666666666667,8955.0,15,0,2,6,9,2023-02-05,2024-12-28,-2,0.4,91,71.33638888888889,47.03498168498168,47,36,10,51.64835164835166,0.10989010989010989,3,4.0,3.0,93.0,28.0,1,1,2.0,33.33333333333333,1.0,budget,0.0,False,2024-07-10,4165.0,2023-01-28,2024-07-10,529,17.4
A-1ac5e0,Company_126,DevTools,US,2024-10-20,event,Basic,33,0,1,18249.0,1824.9,6567.0,10,0,0,3,7,2024-10-24,2024-12-30,0,0.3,56,46.64,49.97142857142857,31,31,7,55.35714285714286,0.125,7,3.8,3.0,76.0,40.42857142857143,0,0,4.0,0.0,0.5714285714285714,,0.0,,,553.0,2024-10-20,,72,2.4
A-52dd88,Company_127,Cybersecurity,US,2023-02-21,ads,Pro,23,0,0,16592.0,1508.3636363636363,5174.0,11,1,0,7,4,2023-03-26,2024-12-04,1,0.6363636363636364,50,50.228611111111114,60.27433333333333,33,28,4,66.0,0.08,1,3.981276595744681,,111.0,72.0,0,0,0.0,0.0,0.0,,0.0,,,721.3913043478261,2023-02-21,,679,22.3
A-bece89,Company_128,Cybersecurity,IN,2023-12-01,event,Pro,26,0,0,19250.0,3208.3333333333335,5174.0,6,1,0,4,2,2024-01-18,2024-10-18,1,0.6666666666666666,19,13.364444444444445,42.203508771929826,13,16,2,68.42105263157895,0.10526315789473684,4,4.0,3.0,103.75,32.5,1,2,0.0,25.0,0.5,unknown,109.75999999999999,False,2024-07-27,740.3846153846154,2023-12-01,2024-07-27,239,7.9
